bill_id,customer_name,city,state,product_category,quantity,total_amount,cost_amount,profit_amount,margin_pct,payment_method,store_type,visit_date
1617,Meera Gupta,Vadodara,Gujarat,Grocery,5,308,273,35,0.115,Credit Card,Mall Store,20-03-2025
2110,Swati Saxena,Chandigarh,Chandigarh,Grocery,3,266,236,30,0.113,UPI,Mall Store,28-01-2025
2316,Divya Bansal,Trivandrum,Kerala,Grocery,9,363,320,43,0.118,UPI,Local Store,17-01-2025
2483,Nisha Malhotra,Guwahati,Assam,Electronics,1,14040,12496,1544,0.11,Credit Card,Local Store,08-01-2025
1593,Vikram Saxena,Satara,Maharashtra,Grocery,9,600,536,64,0.106,UPI,Local Store,08-01-2025
1155,Ritu Chopra,Kochi,Kerala,Electronics,1,9030,8271,759,0.084,UPI,Mall Store,09-02-2025
1655,Harsh Patel,Ratlam,Madhya Pradesh,Electronics,1,17010,15887,1123,0.066,UPI,Mall Store,26-03-2025
1787,Shalini Yadav,Trivandrum,Kerala,Stationery,9,780,654,126,0.162,UPI,Mall Store,24-02-2025
1891,Manish Kapoor,Rewa,Madhya Pradesh,Grocery,7,510,429,81,0.158,UPI,Supermarket,06-03-2025
2190,Manish Reddy,Bengaluru,Karnataka,Clothing,5,3050,2086,964,0.316,UPI,Supermarket,26-03-2025
1189,Ashok Nair,Udaipur,Rajasthan,Electronics,2,10070,9244,826,0.082,UPI,Supermarket,08-03-2025
1190,Nisha Patel,Prayagraj,Uttar Pradesh,Clothing,3,1340,962,378,0.282,UPI,Supermarket,11-02-2025
2360,Ritu Nair,Kolhapur,Maharashtra,Clothing,6,5730,4108,1622,0.283,Credit Card,Local Store,11-01-2025
1574,Amit Bansal,Rajkot,Gujarat,Electronics,2,14470,13124,1346,0.093,UPI,Supermarket,04-03-2025
2235,Naveen Joshi,Rajkot,Gujarat,Grocery,10,479,427,52,0.109,Cash,Mall Store,29-03-2025
1765,Priya Singh,Siliguri,West Bengal,Grocery,4,309,263,46,0.148,Credit Card,Mall Store,16-02-2025
1243,Anita Singh,Chennai,Tamil Nadu,Stationery,7,560,455,105,0.187,UPI,Supermarket,29-01-2025
2341,Ajay Bansal,Trivandrum,Kerala,Electronics,1,8560,8029,531,0.062,Debit Card,Mall Store,04-02-2025
1560,Ritu Rao,Siliguri,West Bengal,Clothing,6,4640,3151,1489,0.321,Cash,Supermarket,29-03-2025
2378,Manoj Sharma,Kochi,Kerala,Grocery,4,302,250,52,0.173,UPI,Mall Store,02-02-2025
2438,Vikram Malhotra,Kochi,Kerala,Clothing,5,6910,5100,1810,0.262,UPI,Supermarket,23-03-2025
1352,Manoj Pillai,Siliguri,West Bengal,Clothing,3,4030,3220,810,0.201,Credit Card,Supermarket,22-02-2025
1042,Gaurav Reddy,Chandigarh,Chandigarh,Grocery,4,250,217,33,0.131,UPI,Local Store,05-01-2025
1670,Rohit Kapoor,Siliguri,West Bengal,Clothing,2,2450,1681,769,0.314,Credit Card,Supermarket,26-03-2025
2028,Meera Sharma,Sangli,Maharashtra,Clothing,2,1870,1468,402,0.215,UPI,Local Store,08-03-2025
1499,Deepika Rao,Bhubaneswar,Odisha,Electronics,2,9870,8735,1135,0.115,Cash,Supermarket,06-01-2025
1764,Ajay Singh,Satara,Maharashtra,Clothing,4,3480,2565,915,0.263,Cash,Local Store,04-03-2025
1100,Anjali Agarwal,Indore,Madhya Pradesh,Clothing,3,2490,1805,685,0.275,UPI,Mall Store,07-02-2025
1287,Naveen Pillai,Pune,Maharashtra,Clothing,4,3420,2291,1129,0.33,UPI,Supermarket,02-01-2025
1842,Karan Rao,Varanasi,Uttar Pradesh,Electronics,1,10360,9542,818,0.079,UPI,Local Store,04-03-2025
1517,Meera Malhotra,Siliguri,West Bengal,Grocery,10,680,602,78,0.114,UPI,Mall Store,13-03-2025
2210,Sanjay Bansal,Jaipur,Rajasthan,Clothing,5,7120,4927,2193,0.308,UPI,Supermarket,05-02-2025
2204,Rahul Nair,Gorakhpur,Uttar Pradesh,Grocery,8,550,486,64,0.117,Debit Card,Local Store,14-03-2025
2319,Karan Pillai,Rajkot,Gujarat,Stationery,4,231,193,38,0.163,UPI,Local Store,05-01-2025
1485,Divya Sharma,Bilaspur,Chhattisgarh,Stationery,5,274,230,44,0.162,UPI,Mall Store,01-01-2025
2298,Vivek Pillai,Kolhapur,Maharashtra,Electronics,2,13970,12992,978,0.07,Debit Card,Mall Store,18-02-2025
1209,Neha Kumar,Hisar,Haryana,Electronics,2,19610,18198,1412,0.072,Debit Card,Supermarket,19-03-2025
1084,Kavita Kapoor,Nagpur,Maharashtra,Grocery,6,313,279,34,0.109,Cash,Mall Store,23-02-2025
2038,Pooja Singh,Prayagraj,Uttar Pradesh,Stationery,3,122,102,20,0.166,Cash,Local Store,11-02-2025
1251,Gaurav Iyer,Nashik,Maharashtra,Electronics,2,7170,6575,595,0.083,Debit Card,Local Store,29-03-2025
1951,Rahul Iyer,Delhi,Delhi,Grocery,3,169,145,24,0.144,UPI,Supermarket,19-01-2025
1077,Rekha Agarwal,Bhubaneswar,Odisha,Grocery,7,429,378,51,0.118,Cash,Supermarket,30-03-2025
1229,Meera Joshi,Indore,Madhya Pradesh,Electronics,2,10990,9737,1253,0.114,Debit Card,Local Store,20-02-2025
1630,Vishal Saxena,Kanpur,Uttar Pradesh,Electronics,2,23660,22169,1491,0.063,Credit Card,Local Store,22-01-2025
1624,Ritu Rao,Surat,Gujarat,Electronics,1,12710,11528,1182,0.093,Debit Card,Local Store,08-03-2025
2085,Alok Malhotra,Agra,Uttar Pradesh,Stationery,3,233,176,57,0.244,UPI,Local Store,21-03-2025
2081,Rahul Chopra,Gorakhpur,Uttar Pradesh,Electronics,2,13560,12543,1017,0.075,Cash,Local Store,26-03-2025
1846,Alok Kapoor,Agra,Uttar Pradesh,Clothing,2,2100,1514,586,0.279,Debit Card,Supermarket,15-03-2025
2074,Rajesh Malhotra,Udaipur,Rajasthan,Grocery,9,367,316,51,0.138,Cash,Supermarket,17-01-2025
1639,Anjali Mehta,Ratlam,Madhya Pradesh,Electronics,1,3490,3134,356,0.102,Credit Card,Supermarket,20-03-2025
1925,Ashok Saxena,Meerut,Uttar Pradesh,Electronics,1,12180,11364,816,0.067,Credit Card,Local Store,17-02-2025
2015,Gaurav Verma,Indore,Madhya Pradesh,Electronics,1,14080,13066,1014,0.072,Cash,Local Store,25-02-2025
2182,Meera Mehta,Nagpur,Maharashtra,Clothing,5,6590,4606,1984,0.301,Credit Card,Local Store,01-01-2025
1440,Pooja Iyer,Coimbatore,Tamil Nadu,Grocery,4,237,206,31,0.132,UPI,Supermarket,28-02-2025
1420,Shalini Patel,Gurgaon,Haryana,Grocery,7,427,370,57,0.134,Credit Card,Mall Store,12-02-2025
2457,Rahul Rao,Gurgaon,Haryana,Clothing,4,4500,3150,1350,0.3,Debit Card,Mall Store,21-02-2025
2477,Amit Malhotra,Gorakhpur,Uttar Pradesh,Stationery,10,680,561,119,0.175,UPI,Mall Store,19-03-2025
1773,Priya Bansal,Meerut,Uttar Pradesh,Grocery,8,560,498,62,0.111,Credit Card,Local Store,26-02-2025
1760,Nisha Chopra,Bhopal,Madhya Pradesh,Clothing,6,6660,5241,1419,0.213,Debit Card,Supermarket,27-01-2025
1694,Ritu Kapoor,Vadodara,Gujarat,Grocery,8,550,465,85,0.154,UPI,Supermarket,24-01-2025
1201,Rohit Saxena,Pune,Maharashtra,Grocery,9,590,484,106,0.18,Cash,Mall Store,03-03-2025
1350,Sanjay Agarwal,Faridabad,Haryana,Clothing,4,3340,2508,832,0.249,UPI,Mall Store,12-03-2025
2065,Harsh Pillai,Ludhiana,Punjab,Grocery,4,218,185,33,0.153,UPI,Supermarket,06-01-2025
2229,Vivek Saxena,Faridabad,Haryana,Clothing,2,2380,1837,543,0.228,Cash,Mall Store,31-03-2025
1626,Simran Verma,Gorakhpur,Uttar Pradesh,Electronics,1,6210,5664,546,0.088,Cash,Mall Store,24-03-2025
2042,Payal Yadav,Mangalore,Karnataka,Stationery,8,487,408,79,0.163,Credit Card,Local Store,10-02-2025
1981,Swati Saxena,Guwahati,Assam,Grocery,8,570,471,99,0.173,Credit Card,Mall Store,04-03-2025
1640,Kiran Patel,Rohtak,Haryana,Clothing,6,3070,2026,1044,0.34,Cash,Mall Store,06-02-2025
1356,Swati Patel,Kochi,Kerala,Electronics,2,8980,8082,898,0.1,UPI,Supermarket,17-01-2025
1996,Swati Chopra,Indore,Madhya Pradesh,Grocery,4,223,194,29,0.129,Cash,Supermarket,23-01-2025
1494,Sanjay Patel,Mumbai,Maharashtra,Stationery,3,158,122,36,0.231,Credit Card,Mall Store,16-03-2025
1181,Preeti Patel,Indore,Madhya Pradesh,Clothing,5,5440,3862,1578,0.29,Credit Card,Mall Store,03-01-2025
1245,Deepika Reddy,Dehradun,Uttarakhand,Clothing,2,1080,779,301,0.279,UPI,Mall Store,09-03-2025
1818,Vikram Kumar,Agra,Uttar Pradesh,Stationery,10,880,712,168,0.191,Credit Card,Supermarket,17-03-2025
1275,Meera Malhotra,Pune,Maharashtra,Electronics,2,9130,8327,803,0.088,UPI,Local Store,01-02-2025
1393,Neha Gupta,Siliguri,West Bengal,Clothing,2,1010,795,215,0.213,Credit Card,Local Store,14-02-2025
1221,Shalini Singh,Kota,Rajasthan,Clothing,2,3190,2265,925,0.29,Cash,Local Store,03-02-2025
1235,Amit Kumar,Kota,Rajasthan,Stationery,5,560,424,136,0.243,UPI,Local Store,05-01-2025
1035,Suman Joshi,Sangli,Maharashtra,Grocery,5,362,318,44,0.121,UPI,Mall Store,14-01-2025
1086,Simran Verma,Hyderabad,Telangana,Stationery,4,240,181,59,0.245,UPI,Mall Store,27-01-2025
1157,Kavita Reddy,Jaipur,Rajasthan,Grocery,6,530,470,60,0.114,Cash,Local Store,20-01-2025
2292,Deepika Singh,Amritsar,Punjab,Clothing,3,4940,3927,1013,0.205,Cash,Mall Store,31-01-2025
1747,Shalini Nair,Panipat,Haryana,Clothing,6,5740,3869,1871,0.326,Credit Card,Mall Store,26-02-2025
2339,Naveen Pillai,Rohtak,Haryana,Grocery,6,325,290,35,0.109,Credit Card,Mall Store,06-02-2025
1364,Sanjay Yadav,Satara,Maharashtra,Electronics,1,9410,8789,621,0.066,Debit Card,Supermarket,12-02-2025
1828,Rohit Saxena,Dehradun,Uttarakhand,Electronics,2,12340,11266,1074,0.087,Cash,Supermarket,18-01-2025
1381,Rekha Gupta,Ratlam,Madhya Pradesh,Clothing,3,1940,1451,489,0.252,Debit Card,Supermarket,10-02-2025
2374,Ajay Iyer,Nagpur,Maharashtra,Clothing,4,1660,1195,465,0.28,Debit Card,Local Store,19-03-2025
1971,Deepika Agarwal,Hisar,Haryana,Stationery,3,218,177,41,0.187,UPI,Local Store,15-03-2025
1510,Vishal Chopra,Coimbatore,Tamil Nadu,Grocery,4,190,168,22,0.114,Debit Card,Mall Store,20-03-2025
1068,Divya Kumar,Trivandrum,Kerala,Clothing,2,2400,1639,761,0.317,UPI,Local Store,21-01-2025
2422,Vikram Malhotra,Ludhiana,Punjab,Stationery,4,366,299,67,0.184,Credit Card,Mall Store,23-03-2025
1817,Rajesh Nair,Visakhapatnam,Andhra Pradesh,Clothing,5,4900,3327,1573,0.321,UPI,Local Store,31-01-2025
1781,Sandeep Singh,Udaipur,Rajasthan,Clothing,5,4770,3511,1259,0.264,UPI,Supermarket,07-03-2025
1778,Pooja Gupta,Mangalore,Karnataka,Stationery,8,520,424,96,0.185,Credit Card,Local Store,06-03-2025
2429,Manish Malhotra,Rohtak,Haryana,Stationery,3,197,161,36,0.184,Credit Card,Supermarket,10-02-2025
1472,Rekha Kapoor,Bilaspur,Chhattisgarh,Grocery,8,204,175,29,0.142,Cash,Mall Store,24-01-2025
1732,Ritu Reddy,Varanasi,Uttar Pradesh,Electronics,1,4580,4058,522,0.114,Debit Card,Local Store,17-03-2025
1394,Payal Reddy,Bilaspur,Chhattisgarh,Grocery,9,790,660,130,0.165,Cash,Local Store,23-02-2025
2375,Meera Gupta,Visakhapatnam,Andhra Pradesh,Electronics,2,26300,23959,2341,0.089,Credit Card,Mall Store,02-02-2025
1983,Sneha Chopra,Jodhpur,Rajasthan,Grocery,9,409,353,56,0.137,Credit Card,Supermarket,26-03-2025
1348,Sneha Verma,Bilaspur,Chhattisgarh,Clothing,5,2390,1831,559,0.234,Cash,Mall Store,01-02-2025
1822,Sandeep Malhotra,Delhi,Delhi,Stationery,9,880,666,214,0.243,Debit Card,Supermarket,02-02-2025
1330,Anjali Chopra,Gorakhpur,Uttar Pradesh,Grocery,4,278,245,33,0.118,UPI,Mall Store,12-01-2025
1135,Vikram Bansal,Rajkot,Gujarat,Stationery,4,206,157,49,0.24,UPI,Mall Store,11-02-2025
2004,Shalini Gupta,Chandigarh,Chandigarh,Grocery,3,151,130,21,0.142,UPI,Mall Store,23-02-2025
1010,Sanjay Yadav,Panchkula,Haryana,Stationery,8,650,539,111,0.171,Debit Card,Mall Store,05-03-2025
2495,Payal Rao,Indore,Madhya Pradesh,Grocery,6,499,444,55,0.11,UPI,Mall Store,04-03-2025
1860,Swati Verma,Pune,Maharashtra,Electronics,2,20430,18816,1614,0.079,Credit Card,Local Store,28-02-2025
1011,Preeti Gupta,Rewa,Madhya Pradesh,Grocery,7,371,312,59,0.16,UPI,Local Store,24-02-2025
1756,Neha Saxena,Satara,Maharashtra,Grocery,6,600,502,98,0.163,UPI,Supermarket,05-02-2025
1662,Preeti Bansal,Gurgaon,Haryana,Stationery,5,295,225,70,0.236,UPI,Supermarket,20-03-2025
1927,Suresh Reddy,Panipat,Haryana,Stationery,3,176,145,31,0.178,UPI,Supermarket,19-03-2025
1699,Meera Chopra,Gorakhpur,Uttar Pradesh,Stationery,8,710,585,125,0.176,UPI,Supermarket,10-01-2025
1285,Kavita Malhotra,Varanasi,Uttar Pradesh,Electronics,1,15470,14542,928,0.06,Cash,Mall Store,09-02-2025
1702,Sandeep Mehta,Jaipur,Rajasthan,Grocery,4,303,259,44,0.146,UPI,Local Store,02-02-2025
1371,Ritu Mehta,Surat,Gujarat,Clothing,2,1810,1240,570,0.315,Debit Card,Mall Store,29-01-2025
1719,Ajay Gupta,Agra,Uttar Pradesh,Grocery,7,382,328,54,0.142,UPI,Supermarket,22-02-2025
1598,Swati Mehta,Pune,Maharashtra,Electronics,2,9150,8180,970,0.106,Credit Card,Local Store,17-01-2025
1126,Rekha Saxena,Kota,Rajasthan,Stationery,7,800,678,122,0.153,Credit Card,Supermarket,17-02-2025
1408,Preeti Rao,Solapur,Maharashtra,Clothing,2,1710,1194,516,0.302,Credit Card,Mall Store,31-01-2025
2277,Naveen Patel,Kanpur,Uttar Pradesh,Stationery,4,466,371,95,0.203,Debit Card,Local Store,31-01-2025
2419,Harsh Singh,Meerut,Uttar Pradesh,Clothing,6,8150,5615,2535,0.311,Credit Card,Supermarket,01-02-2025
1588,Sandeep Agarwal,Solapur,Maharashtra,Grocery,3,142,117,25,0.179,UPI,Supermarket,18-03-2025
1542,Kiran Pillai,Bengaluru,Karnataka,Grocery,10,431,378,53,0.124,UPI,Local Store,13-03-2025
1140,Pooja Patel,Prayagraj,Uttar Pradesh,Grocery,8,332,277,55,0.165,Debit Card,Supermarket,13-03-2025
1261,Suman Rao,Bhopal,Madhya Pradesh,Electronics,2,9510,8825,685,0.072,Credit Card,Supermarket,24-03-2025
1474,Vivek Yadav,Siliguri,West Bengal,Clothing,5,6550,4264,2286,0.349,Cash,Supermarket,25-03-2025
1166,Kavita Nair,Pune,Maharashtra,Clothing,3,3070,2032,1038,0.338,Cash,Local Store,09-02-2025
1227,Simran Bansal,Noida,Uttar Pradesh,Stationery,7,499,396,103,0.206,Debit Card,Local Store,29-01-2025
2185,Alok Chopra,Bhopal,Madhya Pradesh,Stationery,9,452,340,112,0.248,UPI,Mall Store,23-01-2025
1192,Naveen Saxena,Prayagraj,Uttar Pradesh,Grocery,3,219,196,23,0.106,Credit Card,Mall Store,23-03-2025
1307,Manish Kumar,Amritsar,Punjab,Grocery,10,790,704,86,0.109,Credit Card,Local Store,27-03-2025
1144,Simran Saxena,Dehradun,Uttarakhand,Clothing,2,1910,1354,556,0.291,UPI,Local Store,26-03-2025
2444,Gaurav Rao,Rohtak,Haryana,Stationery,4,176,136,40,0.228,Credit Card,Local Store,03-02-2025
2345,Manish Sharma,Bengaluru,Karnataka,Grocery,9,670,598,72,0.107,Cash,Local Store,12-02-2025
1483,Vivek Joshi,Trivandrum,Kerala,Grocery,10,359,312,47,0.131,UPI,Supermarket,26-03-2025
2427,Rohit Mehta,Chandigarh,Chandigarh,Electronics,2,30390,28384,2006,0.066,UPI,Supermarket,29-01-2025
1775,Rohit Yadav,Bhopal,Madhya Pradesh,Stationery,9,740,578,162,0.219,Cash,Supermarket,15-01-2025
2129,Nisha Gupta,Sangli,Maharashtra,Clothing,6,5280,3575,1705,0.323,UPI,Local Store,14-02-2025
1321,Rohit Reddy,Kolkata,West Bengal,Clothing,3,2790,1914,876,0.314,UPI,Mall Store,28-03-2025
2200,Sandeep Chopra,Trivandrum,Kerala,Clothing,4,5240,3705,1535,0.293,UPI,Mall Store,19-03-2025
2302,Rahul Agarwal,Ahmedabad,Gujarat,Stationery,10,900,707,193,0.214,UPI,Supermarket,13-03-2025
1018,Pooja Bansal,Coimbatore,Tamil Nadu,Grocery,5,324,288,36,0.11,UPI,Local Store,02-03-2025
2470,Kavita Nair,Kanpur,Uttar Pradesh,Grocery,9,600,502,98,0.163,UPI,Mall Store,21-01-2025
1431,Vikram Sharma,Lucknow,Uttar Pradesh,Clothing,5,2730,2001,729,0.267,Credit Card,Mall Store,16-01-2025
2473,Swati Chopra,Delhi,Delhi,Clothing,5,4300,3406,894,0.208,Cash,Mall Store,22-02-2025
2270,Sneha Nair,Jaipur,Rajasthan,Clothing,5,6350,4953,1397,0.22,UPI,Mall Store,23-03-2025
2332,Anjali Iyer,Guwahati,Assam,Grocery,6,470,396,74,0.158,UPI,Supermarket,11-02-2025
1930,Suresh Rao,Bengaluru,Karnataka,Clothing,3,2640,1777,863,0.327,Cash,Local Store,03-01-2025
2048,Suresh Verma,Vadodara,Gujarat,Grocery,10,364,306,58,0.158,Cash,Local Store,08-02-2025
1208,Rekha Pillai,Faridabad,Haryana,Clothing,4,4220,3072,1148,0.272,Credit Card,Mall Store,29-03-2025
1238,Manoj Singh,Ratlam,Madhya Pradesh,Grocery,10,630,534,96,0.152,UPI,Supermarket,24-01-2025
1903,Gaurav Bansal,Panchkula,Haryana,Grocery,10,600,497,103,0.172,Cash,Mall Store,18-02-2025
1346,Alok Kumar,Amritsar,Punjab,Grocery,4,254,210,44,0.172,UPI,Mall Store,28-03-2025
2025,Deepika Kumar,Noida,Uttar Pradesh,Grocery,5,430,359,71,0.165,Debit Card,Supermarket,25-01-2025
1751,Suman Verma,Sangli,Maharashtra,Grocery,8,369,328,41,0.112,UPI,Mall Store,27-02-2025
1341,Deepika Gupta,Surat,Gujarat,Grocery,4,191,167,24,0.125,Cash,Mall Store,25-02-2025
1629,Arjun Singh,Pune,Maharashtra,Grocery,10,610,518,92,0.151,UPI,Mall Store,11-01-2025
1458,Rohit Singh,Nashik,Maharashtra,Clothing,6,3540,2365,1175,0.332,Credit Card,Local Store,06-03-2025
1176,Kavita Chopra,Pune,Maharashtra,Stationery,6,520,399,121,0.232,Credit Card,Local Store,14-02-2025
1550,Karan Patel,Agra,Uttar Pradesh,Grocery,4,204,182,22,0.108,UPI,Mall Store,02-03-2025
1301,Naveen Sharma,Rohtak,Haryana,Grocery,9,428,354,74,0.174,Debit Card,Supermarket,11-01-2025
1460,Harsh Rao,Nagpur,Maharashtra,Stationery,8,368,287,81,0.221,UPI,Mall Store,12-03-2025
2104,Vikram Gupta,Chennai,Tamil Nadu,Clothing,2,1720,1366,354,0.206,UPI,Local Store,25-03-2025
2435,Swati Pillai,Kota,Rajasthan,Grocery,6,345,299,46,0.133,,Supermarket,18-03-2025
2297,Simran Chopra,Prayagraj,Uttar Pradesh,Clothing,2,2350,1596,754,0.321,Cash,Mall Store,12-03-2025
1726,Rajesh Reddy,Vadodara,Gujarat,Grocery,6,343,306,37,0.108,UPI,Local Store,22-02-2025
2021,Ashok Kapoor,Nagpur,Maharashtra,Clothing,2,2110,1654,456,0.216,UPI,Local Store,15-03-2025
1645,Rajesh Sharma,Indore,Madhya Pradesh,Clothing,4,3310,2453,857,0.259,UPI,Mall Store,14-03-2025
1701,Simran Malhotra,Udaipur,Rajasthan,Clothing,2,1490,1159,331,0.222,Cash,Supermarket,25-02-2025
2423,Priya Kumar,Mangalore,Karnataka,Grocery,4,218,182,36,0.167,Cash,Local Store,25-02-2025
1464,Neha Verma,Noida,Uttar Pradesh,Grocery,5,316,259,57,0.179,Cash,Supermarket,29-03-2025
1970,Preeti Agarwal,Ratlam,Madhya Pradesh,Clothing,4,1880,1265,615,0.327,Cash,Local Store,24-02-2025
1327,Rohit Joshi,Kanpur,Uttar Pradesh,Stationery,7,650,547,103,0.159,UPI,Supermarket,16-02-2025
1706,Anita Malhotra,Lucknow,Uttar Pradesh,Clothing,2,2160,1609,551,0.255,Credit Card,Supermarket,13-02-2025
1743,Manish Joshi,Hisar,Haryana,Clothing,2,1430,1104,326,0.228,UPI,Supermarket,28-02-2025
1684,Harsh Joshi,Bengaluru,Karnataka,Clothing,4,4190,3314,876,0.209,Credit Card,Mall Store,02-03-2025
2248,Sneha Malhotra,Bhubaneswar,Odisha,Stationery,9,491,412,79,0.16,UPI,Mall Store,09-03-2025
1060,Gaurav Malhotra,Vadodara,Gujarat,Clothing,2,2390,1604,786,0.329,UPI,Mall Store,15-03-2025
1014,Anjali Pillai,Siliguri,West Bengal,Grocery,8,250,223,27,0.109,UPI,Supermarket,25-02-2025
1932,Neha Nair,Prayagraj,Uttar Pradesh,Stationery,9,970,798,172,0.177,Credit Card,Mall Store,29-03-2025
1994,Manoj Patel,Gurgaon,Haryana,Stationery,4,225,173,52,0.23,UPI,Supermarket,27-03-2025
2001,Harsh Kapoor,Hisar,Haryana,Electronics,1,12900,11739,1161,0.09,Credit Card,Supermarket,02-01-2025
2178,Vivek Saxena,Jaipur,Rajasthan,Stationery,4,272,229,43,0.159,Credit Card,Mall Store,03-01-2025
1969,Swati Reddy,Gurgaon,Haryana,Clothing,3,2660,1939,721,0.271,Credit Card,Mall Store,08-03-2025
2031,Rahul Agarwal,Gorakhpur,Uttar Pradesh,Electronics,1,7100,6660,440,0.062,UPI,Local Store,16-01-2025
1604,Anjali Joshi,Hisar,Haryana,Electronics,2,25490,23629,1861,0.073,Credit Card,Supermarket,10-03-2025
1323,Preeti Bansal,Varanasi,Uttar Pradesh,Clothing,2,1310,904,406,0.31,Cash,Mall Store,28-02-2025
2324,Preeti Malhotra,Varanasi,Uttar Pradesh,Electronics,2,19410,17139,2271,0.117,Credit Card,Supermarket,13-01-2025
1442,Arjun Singh,Kota,Rajasthan,Stationery,10,690,531,159,0.23,Credit Card,Mall Store,28-03-2025
2462,Sanjay Yadav,Rohtak,Haryana,Grocery,4,167,144,23,0.138,UPI,Mall Store,13-01-2025
1737,Preeti Sharma,Chennai,Tamil Nadu,Grocery,8,510,438,72,0.142,UPI,Mall Store,07-02-2025
1555,Alok Chopra,Gwalior,Madhya Pradesh,Clothing,6,6010,4532,1478,0.246,UPI,Mall Store,14-02-2025
1257,Suresh Kapoor,Varanasi,Uttar Pradesh,Electronics,2,24870,23030,1840,0.074,Credit Card,Local Store,19-01-2025
1561,Manish Mehta,Kota,Rajasthan,Grocery,4,257,227,30,0.115,Credit Card,Supermarket,07-02-2025
2119,Sneha Kumar,Noida,Uttar Pradesh,Electronics,1,8700,7839,861,0.099,Debit Card,Supermarket,03-01-2025
1712,Priya Bansal,Hyderabad,Telangana,Grocery,5,293,263,30,0.101,UPI,Supermarket,22-03-2025
1861,Karan Nair,Guwahati,Assam,Grocery,5,315,282,33,0.106,Cash,Supermarket,19-03-2025
1073,Manish Bansal,Kolhapur,Maharashtra,Electronics,2,15750,14506,1244,0.079,UPI,Local Store,01-02-2025
1258,Gaurav Joshi,Chandigarh,Chandigarh,Grocery,5,247,210,37,0.15,UPI,Mall Store,24-02-2025
2149,Alok Bansal,Ahmedabad,Gujarat,Grocery,4,336,277,59,0.175,Cash,Local Store,02-01-2025
1003,Manish Chopra,Gurgaon,Haryana,Electronics,2,20530,18292,2238,0.109,UPI,Local Store,01-01-2025
2372,Kavita Kumar,Rohtak,Haryana,Stationery,8,830,699,131,0.158,Cash,Supermarket,07-01-2025
2170,Nisha Iyer,Gorakhpur,Uttar Pradesh,Electronics,1,10990,9957,1033,0.094,Cash,Supermarket,18-03-2025
1683,Vishal Bansal,Panchkula,Haryana,Clothing,5,3710,2771,939,0.253,UPI,Supermarket,07-02-2025
1368,Kiran Reddy,Chennai,Tamil Nadu,Stationery,3,211,158,53,0.249,Cash,Mall Store,15-02-2025
2133,Ajay Chopra,Trivandrum,Kerala,Clothing,4,5540,4316,1224,0.221,UPI,Local Store,25-03-2025
1886,Amit Gupta,Panchkula,Haryana,Grocery,7,610,528,82,0.134,Debit Card,Mall Store,29-03-2025
1480,Preeti Nair,Ahmedabad,Gujarat,Grocery,3,230,204,26,0.114,Credit Card,Mall Store,02-02-2025
1993,Manoj Reddy,Amritsar,Punjab,Stationery,6,390,328,62,0.159,UPI,Supermarket,23-02-2025
1768,Naveen Verma,Faridabad,Haryana,Grocery,4,346,297,49,0.141,UPI,Supermarket,22-03-2025
2046,Amit Saxena,Varanasi,Uttar Pradesh,Grocery,4,293,257,36,0.122,Cash,Mall Store,15-03-2025
1586,Harsh Agarwal,Meerut,Uttar Pradesh,Stationery,8,600,460,140,0.234,Credit Card,Local Store,22-02-2025
1118,Sandeep Verma,Kochi,Kerala,Electronics,1,3910,3656,254,0.065,Credit Card,Supermarket,07-02-2025
1960,Kiran Bansal,Rajkot,Gujarat,Stationery,10,790,650,140,0.177,Cash,Mall Store,21-02-2025
1006,Simran Iyer,Panchkula,Haryana,Grocery,4,226,202,24,0.104,Debit Card,Local Store,30-01-2025
2403,Kavita Yadav,Udaipur,Rajasthan,Grocery,4,311,275,36,0.115,Cash,Mall Store,27-01-2025
1986,Rajesh Chopra,Hisar,Haryana,Grocery,6,256,220,36,0.14,Cash,Supermarket,01-03-2025
2160,Divya Patel,Dehradun,Uttarakhand,Electronics,2,13730,12687,1043,0.076,Debit Card,Supermarket,29-03-2025
2405,Deepika Bansal,Sangli,Maharashtra,Electronics,2,22970,20627,2343,0.102,UPI,Mall Store,13-01-2025
1703,Rekha Gupta,Satara,Maharashtra,Clothing,2,1380,966,414,0.3,UPI,Supermarket,04-02-2025
1446,Ashok Gupta,Visakhapatnam,Andhra Pradesh,Clothing,6,6610,5235,1375,0.208,Credit Card,Local Store,24-03-2025
1137,Harsh Chopra,Jaipur,Rajasthan,Clothing,2,1330,894,436,0.328,Credit Card,Local Store,25-03-2025
1012,Suresh Gupta,Ludhiana,Punjab,Electronics,1,6370,5657,713,0.112,Cash,Mall Store,20-01-2025
2059,Rohit Singh,Varanasi,Uttar Pradesh,Grocery,5,341,296,45,0.132,Credit Card,Supermarket,31-03-2025
1333,Simran Agarwal,Agra,Uttar Pradesh,Grocery,4,245,218,27,0.111,UPI,Mall Store,16-01-2025
1605,Karan Pillai,Rohtak,Haryana,Clothing,3,3070,2137,933,0.304,Credit Card,Supermarket,27-03-2025
1569,Anita Yadav,Amritsar,Punjab,Stationery,6,196,148,48,0.247,UPI,Mall Store,31-01-2025
2354,Suman Mehta,Rohtak,Haryana,Grocery,6,428,372,56,0.131,Debit Card,Mall Store,05-03-2025
1738,Simran Pillai,Panchkula,Haryana,Clothing,2,2390,1690,700,0.293,UPI,Mall Store,12-02-2025
